link,start,end,video,utterance,arousal,valence,EmotionMaxVote,avail,VideoDuration,durationUtterance,vid
https://www.youtube.com/watch?v=Zrx1BfbOysg,0.0,98.02555228276876,8c56c5ac5,utterance_1.mp4-utterance_28.mp4,0.2084516723493999,-0.44443011501156,5.0,1.0,1.6337592047128129,3.3047187039764374,Zrx1BfbOysg
https://www.youtube.com/watch?v=Y50P3WlXVDk,0.0,64.33429097605894,76eecf968,utterance_1.mp4-utterance_11.mp4,0.1820726853653545,0.5641464592456363,4.0,1.0,1.0722381829343155,5.560502260170767,Y50P3WlXVDk
https://www.youtube.com/watch?v=dXLy35Tm9q0,0.0,60.73488505747127,7459327df,utterance_1.mp4-utterance_21.mp4,0.399552594185705,-0.12632579608866,4.0,1.0,1.0122480842911876,2.259631226053641,dXLy35Tm9q0
https://www.youtube.com/watch?v=CdNDoxHEkEY,3.969837463362643,85.43490540900613,b32a6ac3b,utterance_1.mp4-utterance_9.mp4,0.7288884670982501,0.10385251279515,4.0,1.0,1.3577511324273916,9.565973887556623,CdNDoxHEkEY
https://www.youtube.com/watch?v=80W6TH6U_XE,10.507304347826087,48.40031304347826,c9f0e3623,utterance_2.mp4-utterance_9.mp4,0.409594248164625,-0.431570343521275,1.0,1.0,0.6315501449275362,1.2675478260869584,80W6TH6U_XE
https://www.youtube.com/watch?v=xGytp8rZEMM,2.7992689295039166,55.58548302872063,1f1da840a_1,utterance_2.mp4-utterance_8.mp4,0.428725751861,0.2335083030247499,3.0,1.0,0.8797702349869453,9.90574630113142,xGytp8rZEMM
https://www.youtube.com/watch?v=n60nqSk-Fs0,0.0,30.428815165876777,4ce6dec16_1,utterance_1.mp4-utterance_3.mp4,0.2499658884985499,0.4488184756836667,3.0,1.0,0.5071469194312797,10.420979462875197,n60nqSk-Fs0
https://www.youtube.com/watch?v=MIfK5XWZUuQ,0.0,36.49313974591651,7a0306a52_1,utterance_1.mp4-utterance_4.mp4,0.45072084157375,-0.3188641060385,0.0,1.0,0.6082189957652752,9.540254083484571,MIfK5XWZUuQ
https://www.youtube.com/watch?v=lf-fTYXiUD4,0.2332747804265997,25.56025094102886,7c05a1135_1,utterance_1.mp4-utterance_7.mp4,0.6445251949801666,0.4936101563536666,3.0,1.0,0.4221162693433709,3.582434127979925,lf-fTYXiUD4
https://www.youtube.com/watch?v=qlJBK6acvUQ,0.0,21.123856502242152,55a78acb5_1,utterance_1.mp4-utterance_4.mp4,0.715402610124,0.076014418970275,0.0,1.0,0.3520642750373692,5.039405829596412,qlJBK6acvUQ
https://www.youtube.com/watch?v=IKwu60cwx0Y,1.4012364130434782,48.34265625,793f836eb_1,utterance_1.mp4-utterance_7.mp4,0.5538703943511428,0.598395250370143,3.0,1.0,0.7823569972826087,5.766993400621118,IKwu60cwx0Y
https://www.youtube.com/watch?v=d3bISBnbE8Y,15.163405017921148,44.29047311827957,9280b821f_1,utterance_3.mp4-utterance_6.mp4,0.634177727401,0.2881616774593333,0.0,1.0,0.4854511350059736,6.742994026284348,d3bISBnbE8Y
https://www.youtube.com/watch?v=-0SfjYsrUjE,0.2333089005235602,31.5633612565445,68062fe15_1,utterance_1.mp4-utterance_6.mp4,0.2218801510099199,-0.5761511629260401,0.0,1.0,0.5221675392670156,5.599413612565444,-0SfjYsrUjE
https://www.youtube.com/watch?v=nPxLpIxW6b4,4.67069913589945,38.29973291437549,8563171cd_1,utterance_1.mp4-utterance_4.mp4,0.36309114193225,0.3112499999999999,4.0,1.0,0.560483896307934,8.707517674783976,nPxLpIxW6b4
https://www.youtube.com/watch?v=DEx1K0QvBrU,0.0,19.636326219512195,133194836_1,utterance_1.mp4-utterance_3.mp4,0.4696832832706666,-0.2788127031594032,5.0,1.0,0.3272721036585366,6.434314024390244,DEx1K0QvBrU
https://www.youtube.com/watch?v=UCIUWYsqoEE,3.73664,109.8305257142857,c1ff32351_1,utterance_1.mp4-utterance_11.mp4,0.5312214024306363,-0.3281781759737273,0.0,1.0,1.7682314285714285,10.093780779220776,UCIUWYsqoEE
https://www.youtube.com/watch?v=Wz1y8o31J1A,0.0,60.34665510062457,e60748aab_1,utterance_1.mp4-utterance_7.mp4,0.2371375603548571,0.4654576483967143,3.0,1.0,1.0057775850104094,8.723941707147814,Wz1y8o31J1A
https://www.youtube.com/watch?v=PLiMUwiywsE,4.665796831314072,66.32096924510716,f0fdfc967_1,utterance_1.mp4-utterance_9.mp4,0.4982718609891875,0.3445729505274375,3.0,1.0,1.0275862068965516,6.832059645852748,PLiMUwiywsE
https://www.youtube.com/watch?v=EGNPEGLWOiQ,0.0,68.20494220989366,1b4e6e04c_1,utterance_1.mp4-utterance_7.mp4,0.0892992079014928,-0.2220247859037857,5.0,1.0,1.136749036831561,10.02915857605178,EGNPEGLWOiQ
https://www.youtube.com/watch?v=BHEmeqS5h1o,0.6999100257069409,77.19007712082262,1b6b8344c_1,utterance_1.mp4-utterance_8.mp4,0.267529163450375,0.230513026705025,4.0,1.0,1.274836118251928,10.111200192802055,BHEmeqS5h1o
